triviasCategoria,triviasSegmentos,triviasActividades,triviasPalabras,triviasMarcas,triviaMaxComp,trivianPrizes,triviaQuestionType,triviaQuestionQuantity,triviaChoiceQuantity,triviaRightChoicesQuantity,triviaNwWinner,triviaPremios,triviaPorcentaje,triviaSuscritos,triviasDesuscritos,valorUser,countViewInfoUser,nviewInfo
"[1, 0, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 1, 1, 0, 1, 0, 0]","[0, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1]","[1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0]","[1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 0]",0.013341934241030282,0.02706783749626222,0.031010340226818072,0.017754513127245422,0.016275230269435743,0.011533940982981885,0.0070812544420363445,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.72,0.016633475878666548,0.009223797392185628,-0.020147618402643997,0.03772213201986401,0.025259238725750234
"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 1, 1, 0, 0, 0]","[1, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1]","[1, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1]","[0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1]",0.020012901361545425,0.01353391874813111,0.031010340226818072,0.035509026254490844,0.016275230269435743,0.011533940982981885,0.03540627221018172,"[0, 1, 0, 0, 1, 0, 1, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0]",0.54,0.018712660363499868,0.02305949348046407,0.010073809201321999,0.0010777752005675433,0.003608462675107176
"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 1, 0, 0, 0]","[1, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0]","[1, 1, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 0]","[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]",0.013341934241030282,0.020300878122196667,0.020673560151212047,0.02485631837814359,0.024412845404153612,0.034601822948945656,0.03540627221018172,"[2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1]",0.66,0.01524735288877767,0.002305949348046407,0.0,0.0,0.0
"[0, 1, 0, 1, 1, 1, 0, 1, 0, 1]","[1, 0, 1, 0, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]","[1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.033354835602575704,0.020300878122196667,0.031010340226818072,0.028407221003592675,0.016275230269435743,0.011533940982981885,0.0035406272210181723,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.972,0.056137981090499604,0.05188386033104416,0.020147618402643997,0.03772213201986401,0.05773540280171482
"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0]",0.020012901361545425,0.02706783749626222,0.020673560151212047,0.021305415752694505,0.016275230269435743,0.011533940982981885,0.010621881663054517,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0]",0.5466666666666666,0.01894368086181468,0.011529746740232036,0.030221427603965994,0.021555504011350864,0.007216925350214352
"[0, 1, 0, 1, 1, 0, 0, 1, 1, 0]","[1, 1, 0, 0, 0, 0, 0, 1]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0]","[1, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1]",0.033354835602575704,0.01353391874813111,0.020673560151212047,0.035509026254490844,0.024412845404153612,0.02306788196596377,0.021243763326109034,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1]",0.504,0.02910858278766646,0.04266006293885853,0.030221427603965994,0.04311100802270173,0.032476164075964584
"[0, 1, 1, 1, 0, 1, 1, 1, 1, 1]","[0, 1, 1, 1, 0, 0, 0, 0]","[0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 0, 0, 0, 1, 0, 1, 0, 1, 1]","[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0]",0.006670967120515141,0.020300878122196667,0.020673560151212047,0.007101805250898169,0.016275230269435743,0.011533940982981885,0.028325017768145378,"[0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0]",0.28,0.0032342869764073845,0.008070822718162425,0.0,0.0,0.0
"[1, 0, 0, 1, 0, 0, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 1, 0, 1]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0]","[0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1]","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1]",0.020012901361545425,0.02706783749626222,0.010336780075606023,0.02485631837814359,0.016275230269435743,0.011533940982981885,0.031865644989163555,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0]",0.82,0.02841552129272202,0.008070822718162425,0.030221427603965994,0.016166628008513147,0.025259238725750234
"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 1, 0, 1, 0, 0, 1]","[0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1]","[1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1]","[1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1]",0.033354835602575704,0.02706783749626222,0.010336780075606023,0.014203610501796337,0.008137615134717871,0.011533940982981885,0.028325017768145378,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",0.952,0.05498287859892553,0.040354113590812125,0.0,0.0,0.0
"[1, 1, 1, 1, 1, 1, 1, 0, 1, 1]","[0, 0, 1, 0, 1, 0, 0, 0]","[1, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]","[1, 1, 1, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 0, 1]",0.033354835602575704,0.01353391874813111,0.031010340226818072,0.035509026254490844,0.008137615134717871,0.011533940982981885,0.0035406272210181723,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",0.496,0.028646541791036834,0.018447594784371257,0.040295236805287994,0.0021555504011350865,0.003608462675107176
